,i,j,weight,nbs
980,10,46,0.0,0.0
981,10,47,0.0,0.0
982,10,48,0.0,0.0
983,10,49,0.0,0.0
984,10,50,0.0,0.0
985,10,51,0.0,0.0
986,10,52,0.0,0.0
987,10,53,0.0,0.0
988,10,54,0.0,0.0
989,10,55,0.0,0.0
990,10,56,0.0,0.0
991,10,57,0.0,0.0
992,10,58,0.0,0.0
993,10,59,0.0,0.0
994,10,60,0.0,0.0
995,10,61,0.0,0.0
996,10,62,0.0,0.0
997,10,63,0.0,0.0
998,10,64,0.0,0.0
999,10,65,0.0,0.0
1000,10,66,0.0,0.0
1001,10,67,0.0,0.0
1002,10,68,0.0,0.0
1003,10,69,0.0,0.0
1004,10,70,0.0,0.0
1005,10,71,0.0,0.0
1006,10,72,0.0,0.0
1007,10,73,0.0,0.0
1008,10,74,0.0,0.0
1009,10,75,0.0,0.0
1010,10,76,0.0,0.0
1011,10,77,0.0,0.0
1012,10,78,0.0,0.0
1013,10,79,0.0,0.0
1014,10,80,0.0,0.0
1015,10,81,0.0,0.0
1016,10,82,0.0,0.0
1017,10,83,0.0,0.0
1018,10,84,0.0,0.0
1019,10,85,0.0,0.0
1020,10,86,0.0,0.0
1021,10,87,0.0,0.0
1022,10,88,0.0,0.0
1023,10,89,0.0,0.0
1024,10,90,0.0,0.0
1025,10,91,0.0,0.0
1026,10,92,0.0,0.0
1027,10,93,0.0,0.0
1028,10,94,0.0,0.0
1029,10,95,0.0,0.0
1030,10,96,0.0,0.0
1031,10,97,0.0,0.0
1032,10,98,0.0,0.0
1033,10,99,0.0,0.0
1034,11,12,0.07000000000000002,0.0
1035,11,13,0.0,0.0
1036,11,14,0.0,0.0
1037,11,15,0.0,0.0
1038,11,16,0.0,0.0
1039,11,17,0.0,0.0
1040,11,18,0.0,0.0
1041,11,19,0.0,0.0
1042,11,20,0.0,0.0
1043,11,21,0.0,0.0
1044,11,22,0.0,0.0
1045,11,23,0.0,0.0
1046,11,24,0.0,0.0
1047,11,25,0.0,0.0
1048,11,26,0.0,0.0
1049,11,27,0.0,0.0
1050,11,28,0.0,0.0
1051,11,29,0.0,0.0
1052,11,30,0.0,0.0
1053,11,31,0.0,0.0
1054,11,32,0.0,0.0
1055,11,33,0.0,0.0
1056,11,34,0.0,0.0
1057,11,35,0.0,0.0
1058,11,36,0.0,0.0
1059,11,37,0.0,0.0
1060,11,38,0.0,0.0
1061,11,39,0.0,0.0
1062,11,40,0.0,0.0
1063,11,41,0.0,0.0
1064,11,42,0.0,0.0
1065,11,43,0.0,0.0
1066,11,44,0.0,0.0
1067,11,45,0.0,0.0
1068,11,46,0.0,0.0
1069,11,47,0.0,0.0
1070,11,48,0.0,0.0
1071,11,49,0.0,0.0
1072,11,50,0.0,0.0
1073,11,51,0.0,0.0
1074,11,52,0.0,0.0
1075,11,53,0.0,0.0
1076,11,54,0.0,0.0
1077,11,55,0.0,0.0
1078,11,56,0.0,0.0
1079,11,57,0.0,0.0
1080,11,58,0.0,0.0
1081,11,59,0.0,0.0
1082,11,60,0.0,0.0
1083,11,61,0.0,0.0
1084,11,62,0.0,0.0
1085,11,63,0.0,0.0
1086,11,64,0.0,0.0
1087,11,65,0.0,0.0
1088,11,66,0.0,0.0
1089,11,67,0.0,0.0
1090,11,68,0.0,0.0
1091,11,69,0.0,0.0
1092,11,70,0.0,0.0
1093,11,71,0.0,0.0
1094,11,72,0.0,0.0
1095,11,73,0.0,0.0
1096,11,74,0.0,0.0
1097,11,75,0.0,0.0
1098,11,76,0.0,0.0
1099,11,77,0.0,0.0
1100,11,78,0.0,0.0
1101,11,79,0.0,0.0
1102,11,80,0.0,0.0
1103,11,81,0.0,0.0
1104,11,82,0.0,0.0
1105,11,83,0.0,0.0
1106,11,84,0.0,0.0
1107,11,85,0.0,0.0
1108,11,86,0.0,0.0
1109,11,87,0.0,0.0
1110,11,88,0.0,0.0
1111,11,89,0.0,0.0
1112,11,90,0.0,0.0
1113,11,91,0.0,0.0
1114,11,92,0.0,0.0
1115,11,93,0.0,0.0
1116,11,94,0.0,0.0
1117,11,95,0.0,0.0
1118,11,96,0.0,0.0
1119,11,97,0.0,0.0
1120,11,98,0.0,0.0
1121,11,99,0.0,0.0
1122,12,13,0.0,0.0
1123,12,14,0.0,0.0
1124,12,15,0.0,0.0
1125,12,16,0.0,0.0
1126,12,17,0.0,0.0
1127,12,18,0.0,0.0
1128,12,19,0.0,0.0
1129,12,20,0.0,0.0
1130,12,21,0.0,0.0
1131,12,22,0.0,0.0
1132,12,23,0.0,0.0
1133,12,24,0.0,0.0
1134,12,25,0.0,0.0
1135,12,26,0.0,0.0
1136,12,27,0.0,0.0
1137,12,28,0.0,0.0
1138,12,29,0.0,0.0
1139,12,30,0.0,0.0
1140,12,31,0.0,0.0
1141,12,32,0.0,0.0
1142,12,33,0.0,0.0
1143,12,34,0.0,0.0
1144,12,35,0.0,0.0
1145,12,36,0.0,0.0
1146,12,37,0.0,0.0
1147,12,38,0.0,0.0
1148,12,39,0.0,0.0
1149,12,40,0.0,0.0
1150,12,41,0.0,0.0
1151,12,42,0.0,0.0
1152,12,43,0.0,0.0
1153,12,44,0.0,0.0
1154,12,45,0.0,0.0
1155,12,46,0.0,0.0
1156,12,47,0.0,0.0
1157,12,48,0.0,0.0
1158,12,49,0.0,0.0
1159,12,50,0.0,0.0
1160,12,51,0.0,0.0
1161,12,52,0.0,0.0
1162,12,53,0.0,0.0
1163,12,54,0.0,0.0
1164,12,55,0.0,0.0
1165,12,56,0.0,0.0
1166,12,57,0.0,0.0
1167,12,58,0.0,0.0
1168,12,59,0.0,0.0
1169,12,60,0.0,0.0
1170,12,61,0.0,0.0
1171,12,62,0.0,0.0
1172,12,63,0.0,0.0
1173,12,64,0.0,0.0
1174,12,65,0.0,0.0
1175,12,66,0.0,0.0
1176,12,67,0.0,0.0
1177,12,68,0.0,0.0
1178,12,69,0.0,0.0
1179,12,70,0.0,0.0
1180,12,71,0.0,0.0
1181,12,72,0.0,0.0
1182,12,73,0.0,0.0
1183,12,74,0.0,0.0
1184,12,75,0.0,0.0
1185,12,76,0.0,0.0
1186,12,77,0.0,0.0
1187,12,78,0.0,0.0
1188,12,79,0.0,0.0
1189,12,80,0.0,0.0
1190,12,81,0.0,0.0
1191,12,82,0.0,0.0
1192,12,83,0.0,0.0
1193,12,84,0.0,0.0
1194,12,85,0.0,0.0
1195,12,86,0.0,0.0
1196,12,87,0.0,0.0
1197,12,88,0.0,0.0
1198,12,89,0.0,0.0
1199,12,90,0.0,0.0
1200,12,91,0.0,0.0
1201,12,92,0.0,0.0
1202,12,93,0.0,0.0
1203,12,94,0.0,0.0
1204,12,95,0.0,0.0
1205,12,96,0.0,0.0
1206,12,97,0.0,0.0
1207,12,98,0.0,0.0
1208,12,99,0.0,0.0
1209,13,14,0.6,1.0
1210,13,15,0.5999999999999999,1.0
1211,13,16,0.5999999999999999,1.0
1212,13,17,0.5999999999999999,1.0
1213,13,18,0.5999999999999998,1.0
1214,13,19,0.6,1.0
1215,13,20,0.0,0.0
1216,13,21,0.0,0.0
1217,13,22,0.0,0.0
1218,13,23,0.0,0.0
1219,13,24,0.0,0.0
1220,13,25,0.0,0.0
1221,13,26,0.0,0.0
1222,13,27,0.0,0.0
1223,13,28,0.0,0.0
1224,13,29,0.0,0.0
1225,13,30,0.0,0.0
1226,13,31,0.0,0.0
1227,13,32,0.0,0.0
1228,13,33,0.0,0.0
1229,13,34,0.0,0.0
1230,13,35,0.0,0.0
1231,13,36,0.0,0.0
1232,13,37,0.0,0.0
1233,13,38,0.0,0.0
1234,13,39,0.0,0.0
1235,13,40,0.0,0.0
1236,13,41,0.0,0.0
1237,13,42,0.0,0.0
1238,13,43,0.0,0.0
1239,13,44,0.0,0.0
1240,13,45,0.0,0.0
1241,13,46,0.0,0.0
1242,13,47,0.0,0.0
1243,13,48,0.0,0.0
1244,13,49,0.0,0.0
1245,13,50,0.0,0.0
1246,13,51,0.0,0.0
1247,13,52,0.0,0.0
1248,13,53,0.0,0.0
1249,13,54,0.0,0.0
1250,13,55,0.0,0.0
1251,13,56,0.0,0.0
1252,13,57,0.0,0.0
1253,13,58,0.0,0.0
1254,13,59,0.0,0.0
1255,13,60,0.0,0.0
1256,13,61,0.0,0.0
1257,13,62,0.0,0.0
1258,13,63,0.0,0.0
1259,13,64,0.0,0.0
1260,13,65,0.0,0.0
1261,13,66,0.0,0.0
1262,13,67,0.0,0.0
1263,13,68,0.0,0.0
1264,13,69,0.0,0.0
1265,13,70,0.0,0.0
1266,13,71,0.0,0.0
1267,13,72,0.0,0.0
1268,13,73,0.0,0.0
1269,13,74,0.0,0.0
1270,13,75,0.0,0.0
1271,13,76,0.0,0.0
1272,13,77,0.0,0.0
1273,13,78,0.0,0.0
1274,13,79,0.0,0.0
1275,13,80,0.0,0.0
1276,13,81,0.0,0.0
1277,13,82,0.0,0.0
1278,13,83,0.0,0.0
1279,13,84,0.0,0.0
1280,13,85,0.0,0.0
1281,13,86,0.0,0.0
1282,13,87,0.0,0.0
1283,13,88,0.0,0.0
1284,13,89,0.0,0.0
1285,13,90,0.0,0.0
1286,13,91,0.0,0.0
1287,13,92,0.0,0.0
1288,13,93,0.0,0.0
1289,13,94,0.0,0.0
1290,13,95,0.0,0.0
1291,13,96,0.0,0.0
1292,13,97,0.0,0.0
1293,13,98,0.0,0.0
1294,13,99,0.0,0.0
1295,14,15,0.6,1.0
1296,14,16,0.5999999999999999,1.0
1297,14,17,0.6,1.0
1298,14,18,0.6000000000000001,1.0
1299,14,19,0.6,1.0
1300,14,20,0.0,0.0
1301,14,21,0.0,0.0
1302,14,22,0.0,0.0
1303,14,23,0.0,0.0
1304,14,24,0.0,0.0
1305,14,25,0.0,0.0
1306,14,26,0.0,0.0
1307,14,27,0.0,0.0
1308,14,28,0.0,0.0
1309,14,29,0.0,0.0
1310,14,30,0.0,0.0
1311,14,31,0.0,0.0
1312,14,32,0.0,0.0
1313,14,33,0.0,0.0
1314,14,34,0.0,0.0
1315,14,35,0.0,0.0
1316,14,36,0.0,0.0
1317,14,37,0.0,0.0
1318,14,38,0.0,0.0
1319,14,39,0.0,0.0
1320,14,40,0.0,0.0
1321,14,41,0.0,0.0
1322,14,42,0.0,0.0
1323,14,43,0.0,0.0
1324,14,44,0.0,0.0
1325,14,45,0.0,0.0
1326,14,46,0.0,0.0
1327,14,47,0.0,0.0
1328,14,48,0.0,0.0
1329,14,49,0.0,0.0
1330,14,50,0.0,0.0
1331,14,51,0.0,0.0
1332,14,52,0.0,0.0
1333,14,53,0.0,0.0
1334,14,54,0.0,0.0
1335,14,55,0.0,0.0
1336,14,56,0.0,0.0
1337,14,57,0.0,0.0
1338,14,58,0.0,0.0
1339,14,59,0.0,0.0
1340,14,60,0.0,0.0
1341,14,61,0.0,0.0
1342,14,62,0.0,0.0
1343,14,63,0.0,0.0
1344,14,64,0.0,0.0
1345,14,65,0.0,0.0
1346,14,66,0.0,0.0
1347,14,67,0.0,0.0
1348,14,68,0.0,0.0
1349,14,69,0.0,0.0
1350,14,70,0.0,0.0
1351,14,71,0.0,0.0
1352,14,72,0.0,0.0
1353,14,73,0.0,0.0
1354,14,74,0.0,0.0
1355,14,75,0.0,0.0
1356,14,76,0.0,0.0
1357,14,77,0.0,0.0
1358,14,78,0.0,0.0
1359,14,79,0.0,0.0
1360,14,80,0.0,0.0
1361,14,81,0.0,0.0
1362,14,82,0.0,0.0
1363,14,83,0.0,0.0
1364,14,84,0.0,0.0
1365,14,85,0.0,0.0
1366,14,86,0.0,0.0
1367,14,87,0.0,0.0
1368,14,88,0.0,0.0
1369,14,89,0.0,0.0
1370,14,90,0.0,0.0
1371,14,91,0.0,0.0
1372,14,92,0.0,0.0
1373,14,93,0.0,0.0
1374,14,94,0.0,0.0
1375,14,95,0.0,0.0
1376,14,96,0.0,0.0
1377,14,97,0.0,0.0
1378,14,98,0.0,0.0
1379,14,99,0.0,0.0
1380,15,16,0.6,1.0
1381,15,17,0.5999999999999999,1.0
1382,15,18,0.5999999999999999,1.0
1383,15,19,0.5999999999999999,1.0
1384,15,20,0.0,0.0
1385,15,21,0.0,0.0
1386,15,22,0.0,0.0
1387,15,23,0.0,0.0
1388,15,24,0.0,0.0
1389,15,25,0.0,0.0
1390,15,26,0.0,0.0
1391,15,27,0.0,0.0
1392,15,28,0.0,0.0
1393,15,29,0.0,0.0
1394,15,30,0.0,0.0
1395,15,31,0.0,0.0
1396,15,32,0.0,0.0
1397,15,33,0.0,0.0
1398,15,34,0.0,0.0
1399,15,35,0.0,0.0
1400,15,36,0.0,0.0
1401,15,37,0.0,0.0
1402,15,38,0.0,0.0
1403,15,39,0.0,0.0
1404,15,40,0.0,0.0
1405,15,41,0.0,0.0
1406,15,42,0.0,0.0
1407,15,43,0.0,0.0
1408,15,44,0.0,0.0
1409,15,45,0.0,0.0
1410,15,46,0.0,0.0
1411,15,47,0.0,0.0
1412,15,48,0.0,0.0
1413,15,49,0.0,0.0
1414,15,50,0.0,0.0
1415,15,51,0.0,0.0
1416,15,52,0.0,0.0
1417,15,53,0.0,0.0
1418,15,54,0.0,0.0
1419,15,55,0.0,0.0
1420,15,56,0.0,0.0
1421,15,57,0.0,0.0
1422,15,58,0.0,0.0
1423,15,59,0.0,0.0
1424,15,60,0.0,0.0
1425,15,61,0.0,0.0
1426,15,62,0.0,0.0
1427,15,63,0.0,0.0
1428,15,64,0.0,0.0
1429,15,65,0.0,0.0
1430,15,66,0.0,0.0
1431,15,67,0.0,0.0
1432,15,68,0.0,0.0
1433,15,69,0.0,0.0
1434,15,70,0.0,0.0
1435,15,71,0.0,0.0
1436,15,72,0.0,0.0
1437,15,73,0.0,0.0
1438,15,74,0.0,0.0
1439,15,75,0.0,0.0
1440,15,76,0.0,0.0
1441,15,77,0.0,0.0
1442,15,78,0.0,0.0
1443,15,79,0.0,0.0
1444,15,80,0.0,0.0
1445,15,81,0.0,0.0
1446,15,82,0.0,0.0
1447,15,83,0.0,0.0
1448,15,84,0.0,0.0
1449,15,85,0.0,0.0
1450,15,86,0.0,0.0
1451,15,87,0.0,0.0
1452,15,88,0.0,0.0
1453,15,89,0.0,0.0
1454,15,90,0.0,0.0
1455,15,91,0.0,0.0
1456,15,92,0.0,0.0
1457,15,93,0.0,0.0
1458,15,94,0.0,0.0
1459,15,95,0.0,0.0
1460,15,96,0.0,0.0
1461,15,97,0.0,0.0
1462,15,98,0.0,0.0
1463,15,99,0.0,0.0
1464,16,17,0.5999999999999999,1.0
1465,16,18,0.5999999999999999,1.0
1466,16,19,0.6000000000000001,1.0
1467,16,20,0.0,0.0
1468,16,21,0.0,0.0
1469,16,22,0.0,0.0
1470,16,23,0.0,0.0
1471,16,24,0.0,0.0
1472,16,25,0.0,0.0
1473,16,26,0.0,0.0
1474,16,27,0.0,0.0
1475,16,28,0.0,0.0
1476,16,29,0.0,0.0
1477,16,30,0.0,0.0
1478,16,31,0.0,0.0
1479,16,32,0.0,0.0
1480,16,33,0.0,0.0
1481,16,34,0.0,0.0
1482,16,35,0.0,0.0
1483,16,36,0.0,0.0
1484,16,37,0.0,0.0
1485,16,38,0.0,0.0
1486,16,39,0.0,0.0
1487,16,40,0.0,0.0
1488,16,41,0.0,0.0
1489,16,42,0.0,0.0
1490,16,43,0.0,0.0
1491,16,44,0.0,0.0
1492,16,45,0.0,0.0
1493,16,46,0.0,0.0
1494,16,47,0.0,0.0
1495,16,48,0.0,0.0
1496,16,49,0.0,0.0
1497,16,50,0.0,0.0
1498,16,51,0.0,0.0
1499,16,52,0.0,0.0
1500,16,53,0.0,0.0
1501,16,54,0.0,0.0
1502,16,55,0.0,0.0
1503,16,56,0.0,0.0
1504,16,57,0.0,0.0
1505,16,58,0.0,0.0
1506,16,59,0.0,0.0
1507,16,60,0.0,0.0
1508,16,61,0.0,0.0
1509,16,62,0.0,0.0
1510,16,63,0.0,0.0
1511,16,64,0.0,0.0
1512,16,65,0.0,0.0
1513,16,66,0.0,0.0
1514,16,67,0.0,0.0
1515,16,68,0.0,0.0
1516,16,69,0.0,0.0
1517,16,70,0.0,0.0
1518,16,71,0.0,0.0
1519,16,72,0.0,0.0
1520,16,73,0.0,0.0
1521,16,74,0.0,0.0
1522,16,75,0.0,0.0
1523,16,76,0.0,0.0
1524,16,77,0.0,0.0
1525,16,78,0.0,0.0
1526,16,79,0.0,0.0
1527,16,80,0.0,0.0
1528,16,81,0.0,0.0
1529,16,82,0.0,0.0
1530,16,83,0.0,0.0
1531,16,84,0.0,0.0
1532,16,85,0.0,0.0
1533,16,86,0.0,0.0
1534,16,87,0.0,0.0
1535,16,88,0.0,0.0
1536,16,89,0.0,0.0
1537,16,90,0.0,0.0
1538,16,91,0.0,0.0
1539,16,92,0.0,0.0
1540,16,93,0.0,0.0
1541,16,94,0.0,0.0
1542,16,95,0.0,0.0
1543,16,96,0.0,0.0
1544,16,97,0.0,0.0
1545,16,98,0.0,0.0
1546,16,99,0.0,0.0
1547,17,18,0.6000000000000001,1.0
1548,17,19,0.5999999999999999,1.0
1549,17,20,0.0,0.0
1550,17,21,0.0,0.0
1551,17,22,0.0,0.0
1552,17,23,0.0,0.0
1553,17,24,0.0,0.0
1554,17,25,0.0,0.0
1555,17,26,0.0,0.0
1556,17,27,0.0,0.0
1557,17,28,0.0,0.0
1558,17,29,0.0,0.0
1559,17,30,0.0,0.0
1560,17,31,0.0,0.0
1561,17,32,0.0,0.0
1562,17,33,0.0,0.0
1563,17,34,0.0,0.0
1564,17,35,0.0,0.0
1565,17,36,0.0,0.0
1566,17,37,0.0,0.0
1567,17,38,0.0,0.0
1568,17,39,0.0,0.0
1569,17,40,0.0,0.0
1570,17,41,0.0,0.0
1571,17,42,0.0,0.0
1572,17,43,0.0,0.0
1573,17,44,0.0,0.0
1574,17,45,0.0,0.0
1575,17,46,0.0,0.0
1576,17,47,0.0,0.0
1577,17,48,0.0,0.0
1578,17,49,0.0,0.0
1579,17,50,0.0,0.0
1580,17,51,0.0,0.0
1581,17,52,0.0,0.0
1582,17,53,0.0,0.0
1583,17,54,0.0,0.0
1584,17,55,0.0,0.0
1585,17,56,0.0,0.0
1586,17,57,0.0,0.0
1587,17,58,0.0,0.0
1588,17,59,0.0,0.0
1589,17,60,0.0,0.0
1590,17,61,0.0,0.0
1591,17,62,0.0,0.0
1592,17,63,0.0,0.0
1593,17,64,0.0,0.0
1594,17,65,0.0,0.0
1595,17,66,0.0,0.0
1596,17,67,0.0,0.0
1597,17,68,0.0,0.0
1598,17,69,0.0,0.0
1599,17,70,0.0,0.0
1600,17,71,0.0,0.0
1601,17,72,0.0,0.0
1602,17,73,0.0,0.0
1603,17,74,0.0,0.0
1604,17,75,0.0,0.0
1605,17,76,0.0,0.0
1606,17,77,0.0,0.0
1607,17,78,0.0,0.0
1608,17,79,0.0,0.0
1609,17,80,0.0,0.0
1610,17,81,0.0,0.0
1611,17,82,0.0,0.0
1612,17,83,0.0,0.0
1613,17,84,0.0,0.0
1614,17,85,0.0,0.0
1615,17,86,0.0,0.0
1616,17,87,0.0,0.0
1617,17,88,0.0,0.0
1618,17,89,0.0,0.0
1619,17,90,0.0,0.0
1620,17,91,0.0,0.0
1621,17,92,0.0,0.0
1622,17,93,0.0,0.0
1623,17,94,0.0,0.0
1624,17,95,0.0,0.0
1625,17,96,0.0,0.0
1626,17,97,0.0,0.0
1627,17,98,0.0,0.0
1628,17,99,0.0,0.0
1629,18,19,0.6,1.0
1630,18,20,0.0,0.0
1631,18,21,0.0,0.0
1632,18,22,0.0,0.0
1633,18,23,0.0,0.0
1634,18,24,0.0,0.0
1635,18,25,0.0,0.0
1636,18,26,0.0,0.0
1637,18,27,0.0,0.0
1638,18,28,0.0,0.0
1639,18,29,0.0,0.0
1640,18,30,0.0,0.0
1641,18,31,0.0,0.0
1642,18,32,0.0,0.0
1643,18,33,0.0,0.0
1644,18,34,0.0,0.0
1645,18,35,0.0,0.0
1646,18,36,0.0,0.0
1647,18,37,0.0,0.0
1648,18,38,0.0,0.0
1649,18,39,0.0,0.0
1650,18,40,0.0,0.0
1651,18,41,0.0,0.0
1652,18,42,0.0,0.0
1653,18,43,0.0,0.0
1654,18,44,0.0,0.0
1655,18,45,0.0,0.0
1656,18,46,0.0,0.0
1657,18,47,0.0,0.0
1658,18,48,0.0,0.0
1659,18,49,0.0,0.0
1660,18,50,0.0,0.0
1661,18,51,0.0,0.0
1662,18,52,0.0,0.0
1663,18,53,0.0,0.0
1664,18,54,0.0,0.0
1665,18,55,0.0,0.0
1666,18,56,0.0,0.0
1667,18,57,0.0,0.0
1668,18,58,0.0,0.0
1669,18,59,0.0,0.0
1670,18,60,0.0,0.0
1671,18,61,0.0,0.0
1672,18,62,0.0,0.0
1673,18,63,0.0,0.0
1674,18,64,0.0,0.0
1675,18,65,0.0,0.0
1676,18,66,0.0,0.0
1677,18,67,0.0,0.0
1678,18,68,0.0,0.0
1679,18,69,0.0,0.0
1680,18,70,0.0,0.0
1681,18,71,0.0,0.0
1682,18,72,0.0,0.0
1683,18,73,0.0,0.0
1684,18,74,0.0,0.0
1685,18,75,0.0,0.0
1686,18,76,0.0,0.0
1687,18,77,0.0,0.0
1688,18,78,0.0,0.0
1689,18,79,0.0,0.0
1690,18,80,0.0,0.0
1691,18,81,0.0,0.0
1692,18,82,0.0,0.0
1693,18,83,0.0,0.0
1694,18,84,0.0,0.0
1695,18,85,0.0,0.0
1696,18,86,0.0,0.0
1697,18,87,0.0,0.0
1698,18,88,0.0,0.0
1699,18,89,0.0,0.0
1700,18,90,0.0,0.0
1701,18,91,0.0,0.0
1702,18,92,0.0,0.0
1703,18,93,0.0,0.0
1704,18,94,0.0,0.0
1705,18,95,0.0,0.0
1706,18,96,0.0,0.0
1707,18,97,0.0,0.0
1708,18,98,0.0,0.0
1709,18,99,0.0,0.0
1710,19,20,0.0,0.0
1711,19,21,0.0,0.0
1712,19,22,0.0,0.0
1713,19,23,0.0,0.0
1714,19,24,0.0,0.0
1715,19,25,0.0,0.0
1716,19,26,0.0,0.0
1717,19,27,0.0,0.0
1718,19,28,0.0,0.0
1719,19,29,0.0,0.0
1720,19,30,0.0,0.0
1721,19,31,0.0,0.0
1722,19,32,0.0,0.0
1723,19,33,0.0,0.0
1724,19,34,0.0,0.0
1725,19,35,0.0,0.0
1726,19,36,0.0,0.0
1727,19,37,0.0,0.0
1728,19,38,0.0,0.0
1729,19,39,0.0,0.0
1730,19,40,0.0,0.0
1731,19,41,0.0,0.0
1732,19,42,0.0,0.0
1733,19,43,0.0,0.0
1734,19,44,0.0,0.0
1735,19,45,0.0,0.0
1736,19,46,0.0,0.0
1737,19,47,0.0,0.0
1738,19,48,0.0,0.0
1739,19,49,0.0,0.0
1740,19,50,0.0,0.0
1741,19,51,0.0,0.0
1742,19,52,0.0,0.0
1743,19,53,0.0,0.0
1744,19,54,0.0,0.0
1745,19,55,0.0,0.0
1746,19,56,0.0,0.0
1747,19,57,0.0,0.0
1748,19,58,0.0,0.0
1749,19,59,0.0,0.0
1750,19,60,0.0,0.0
1751,19,61,0.0,0.0
1752,19,62,0.0,0.0
1753,19,63,0.0,0.0
1754,19,64,0.0,0.0
1755,19,65,0.0,0.0
1756,19,66,0.0,0.0
1757,19,67,0.0,0.0
1758,19,68,0.0,0.0
1759,19,69,0.0,0.0
1760,19,70,0.0,0.0
1761,19,71,0.0,0.0
1762,19,72,0.0,0.0
1763,19,73,0.0,0.0
1764,19,74,0.0,0.0
1765,19,75,0.0,0.0
1766,19,76,0.0,0.0
1767,19,77,0.0,0.0
1768,19,78,0.0,0.0
1769,19,79,0.0,0.0
1770,19,80,0.0,0.0
1771,19,81,0.0,0.0
1772,19,82,0.0,0.0
1773,19,83,0.0,0.0
1774,19,84,0.0,0.0
1775,19,85,0.0,0.0
1776,19,86,0.0,0.0
1777,19,87,0.0,0.0
1778,19,88,0.0,0.0
1779,19,89,0.0,0.0
1780,19,90,0.0,0.0
1781,19,91,0.0,0.0
1782,19,92,0.0,0.0
1783,19,93,0.0,0.0
1784,19,94,0.0,0.0
1785,19,95,0.0,0.0
1786,19,96,0.0,0.0
1787,19,97,0.0,0.0
1788,19,98,0.0,0.0
1789,19,99,0.0,0.0
1790,20,21,0.02999999999999997,0.0
1791,20,22,0.029999999999999985,0.0
1792,20,23,0.030000000000000054,0.0
1793,20,24,0.03,0.0
1794,20,25,0.03,0.0
1795,20,26,0.03,0.0
1796,20,27,0.03,0.0
1797,20,28,0.029999999999999985,0.0
1798,20,29,0.030000000000000027,0.0
1799,20,30,0.030000000000000013,0.0
1800,20,31,0.029999999999999992,0.0
1801,20,32,0.02999999999999997,0.0
1802,20,33,0.030000000000000027,0.0
1803,20,34,0.03,0.0
1804,20,35,0.03,0.0
1805,20,36,0.029999999999999943,0.0
1806,20,37,0.030000000000000013,0.0
1807,20,38,0.030000000000000013,0.0
1808,20,39,0.03,0.0
1809,20,40,0.029999999999999985,0.0
1810,20,41,0.03,0.0
1811,20,42,0.03,0.0
1812,20,43,0.030000000000000027,0.0
1813,20,44,0.03,0.0
1814,20,45,0.03,0.0
1815,20,46,0.029999999999999985,0.0
1816,20,47,0.02999999999999997,0.0
1817,20,48,0.029999999999999992,0.0
1818,20,49,0.030000000000000013,0.0
1819,20,50,0.030000000000000027,0.0
1820,20,51,0.030000000000000013,0.0
1821,20,52,0.030000000000000013,0.0
1822,20,53,0.030000000000000027,0.0
1823,20,54,0.03,0.0
1824,20,55,0.0,0.0
1825,20,56,0.0,0.0
1826,20,57,0.0,0.0
1827,20,58,0.0,0.0
1828,20,59,0.0,0.0
1829,20,60,0.0,0.0
1830,20,61,0.0,0.0
1831,20,62,0.0,0.0
1832,20,63,0.0,0.0
1833,20,64,0.0,0.0
1834,20,65,0.0,0.0
1835,20,66,0.0,0.0
1836,20,67,0.0,0.0
1837,20,68,0.0,0.0
1838,20,69,0.0,0.0
1839,20,70,0.0,0.0
1840,20,71,0.0,0.0
1841,20,72,0.0,0.0
1842,20,73,0.0,0.0
1843,20,74,0.0,0.0
1844,20,75,0.0,0.0
1845,20,76,0.0,0.0
1846,20,77,0.0,0.0
1847,20,78,0.0,0.0
1848,20,79,0.0,0.0
1849,20,80,0.0,0.0
1850,20,81,0.0,0.0
1851,20,82,0.0,0.0
1852,20,83,0.0,0.0
1853,20,84,0.0,0.0
1854,20,85,0.0,0.0
1855,20,86,0.0,0.0
1856,20,87,0.0,0.0
1857,20,88,0.0,0.0
1858,20,89,0.0,0.0
1859,20,90,0.0,0.0
1860,20,91,0.0,0.0
1861,20,92,0.0,0.0
1862,20,93,0.0,0.0
1863,20,94,0.0,0.0
1864,20,95,0.0,0.0
1865,20,96,0.0,0.0
1866,20,97,0.0,0.0
1867,20,98,0.0,0.0
1868,20,99,0.0,0.0
1869,21,22,0.03,0.0
1870,21,23,0.030000000000000013,0.0
1871,21,24,0.029999999999999985,0.0
1872,21,25,0.03,0.0
1873,21,26,0.03,0.0
1874,21,27,0.029999999999999995,0.0
1875,21,28,0.030000000000000027,0.0
1876,21,29,0.030000000000000013,0.0
1877,21,30,0.03,0.0
1878,21,31,0.030000000000000006,0.0
1879,21,32,0.029999999999999985,0.0
1880,21,33,0.02999999999999997,0.0
1881,21,34,0.03000000000000002,0.0
1882,21,35,0.029999999999999985,0.0
1883,21,36,0.03,0.0
1884,21,37,0.02999999999999997,0.0
1885,21,38,0.030000000000000027,0.0
1886,21,39,0.03,0.0
1887,21,40,0.029999999999999985,0.0
1888,21,41,0.030000000000000013,0.0
1889,21,42,0.030000000000000013,0.0
1890,21,43,0.02999999999999997,0.0
1891,21,44,0.03,0.0
1892,21,45,0.03,0.0
1893,21,46,0.03,0.0
1894,21,47,0.030000000000000013,0.0
